properties{
  x = 0,
  y = 0,
  width = 240,
  height = 480,
  min_layer = 0,
  max_layer = 2,
  world = "inside_swivels_town",
  tileset = "oceanset_inside",
}

tile{
  layer = 0,
  x = 0,
  y = 0,
  width = 240,
  height = 480,
  pattern = "1",
}

tile{
  layer = 0,
  x = 208,
  y = 448,
  width = 32,
  height = 32,
  pattern = "38_2",
}

tile{
  layer = 0,
  x = 0,
  y = 448,
  width = 32,
  height = 32,
  pattern = "40_2",
}

tile{
  layer = 0,
  x = 32,
  y = 448,
  width = 176,
  height = 32,
  pattern = "39_2",
}

tile{
  layer = 0,
  x = 0,
  y = 0,
  width = 32,
  height = 32,
  pattern = "34_2",
}

tile{
  layer = 0,
  x = 208,
  y = 0,
  width = 32,
  height = 32,
  pattern = "36_2",
}

tile{
  layer = 0,
  x = 32,
  y = 0,
  width = 176,
  height = 32,
  pattern = "35_2",
}

tile{
  layer = 0,
  x = 0,
  y = 32,
  width = 32,
  height = 416,
  pattern = "41_2",
}

tile{
  layer = 0,
  x = 208,
  y = 32,
  width = 32,
  height = 416,
  pattern = "37_2",
}

tile{
  layer = 0,
  x = 40,
  y = 48,
  width = 32,
  height = 16,
  pattern = "2",
}

tile{
  layer = 0,
  x = 152,
  y = 64,
  width = 32,
  height = 16,
  pattern = "2",
}

tile{
  layer = 0,
  x = 72,
  y = 96,
  width = 32,
  height = 16,
  pattern = "2",
}

tile{
  layer = 0,
  x = 144,
  y = 128,
  width = 32,
  height = 16,
  pattern = "2",
}

tile{
  layer = 0,
  x = 96,
  y = 160,
  width = 32,
  height = 16,
  pattern = "2",
}

tile{
  layer = 0,
  x = 48,
  y = 224,
  width = 32,
  height = 16,
  pattern = "2",
}

tile{
  layer = 0,
  x = 176,
  y = 256,
  width = 32,
  height = 16,
  pattern = "2",
}

tile{
  layer = 0,
  x = 88,
  y = 320,
  width = 32,
  height = 16,
  pattern = "2",
}

tile{
  layer = 0,
  x = 48,
  y = 368,
  width = 32,
  height = 16,
  pattern = "2",
}

tile{
  layer = 0,
  x = 168,
  y = 400,
  width = 32,
  height = 16,
  pattern = "2",
}

tile{
  layer = 0,
  x = 96,
  y = 416,
  width = 32,
  height = 16,
  pattern = "2",
}

tile{
  layer = 0,
  x = 136,
  y = 224,
  width = 32,
  height = 16,
  pattern = "3",
}

tile{
  layer = 0,
  x = 168,
  y = 176,
  width = 32,
  height = 16,
  pattern = "3",
}

tile{
  layer = 0,
  x = 136,
  y = 376,
  width = 32,
  height = 16,
  pattern = "3",
}

tile{
  layer = 0,
  x = 136,
  y = 0,
  width = 32,
  height = 32,
  pattern = "34_2",
}

tile{
  layer = 0,
  x = 136,
  y = 32,
  width = 32,
  height = 240,
  pattern = "41_2",
}

tile{
  layer = 0,
  x = 136,
  y = 376,
  width = 32,
  height = 80,
  pattern = "41_2",
}

tile{
  layer = 0,
  x = 136,
  y = 448,
  width = 32,
  height = 32,
  pattern = "40_2",
}

tile{
  layer = 0,
  x = 112,
  y = 32,
  width = 32,
  height = 416,
  pattern = "37_2",
}

tile{
  layer = 0,
  x = 112,
  y = 0,
  width = 32,
  height = 32,
  pattern = "36_2",
}

tile{
  layer = 0,
  x = 112,
  y = 448,
  width = 32,
  height = 32,
  pattern = "38_2",
}

tile{
  layer = 0,
  x = 104,
  y = 392,
  width = 64,
  height = 16,
  pattern = "1",
}

tile{
  layer = 0,
  x = 112,
  y = 104,
  width = 64,
  height = 16,
  pattern = "1",
}

tile{
  layer = 0,
  x = 112,
  y = 224,
  width = 64,
  height = 16,
  pattern = "1",
}

tile{
  layer = 0,
  x = 120,
  y = 104,
  width = 40,
  height = 16,
  pattern = "6_2",
}

tile{
  layer = 0,
  x = 120,
  y = 224,
  width = 40,
  height = 16,
  pattern = "6_2",
}

tile{
  layer = 0,
  x = 120,
  y = 392,
  width = 40,
  height = 16,
  pattern = "6_2",
}

tile{
  layer = 0,
  x = 112,
  y = 96,
  width = 32,
  height = 8,
  pattern = "54_4",
}

tile{
  layer = 0,
  x = 136,
  y = 96,
  width = 32,
  height = 8,
  pattern = "54_3",
}

tile{
  layer = 0,
  x = 112,
  y = 120,
  width = 32,
  height = 8,
  pattern = "56_4",
}

tile{
  layer = 0,
  x = 136,
  y = 120,
  width = 32,
  height = 8,
  pattern = "56_3",
}

tile{
  layer = 0,
  x = 112,
  y = 216,
  width = 32,
  height = 8,
  pattern = "54_4",
}

tile{
  layer = 0,
  x = 112,
  y = 240,
  width = 32,
  height = 8,
  pattern = "56_4",
}

tile{
  layer = 0,
  x = 136,
  y = 216,
  width = 32,
  height = 8,
  pattern = "54_3",
}

tile{
  layer = 0,
  x = 136,
  y = 240,
  width = 32,
  height = 8,
  pattern = "56_3",
}

tile{
  layer = 0,
  x = 112,
  y = 384,
  width = 32,
  height = 8,
  pattern = "54_4",
}

tile{
  layer = 0,
  x = 112,
  y = 408,
  width = 32,
  height = 8,
  pattern = "56_4",
}

tile{
  layer = 0,
  x = 136,
  y = 384,
  width = 32,
  height = 8,
  pattern = "54_3",
}

tile{
  layer = 0,
  x = 136,
  y = 408,
  width = 32,
  height = 8,
  pattern = "56_3",
}

tile{
  layer = 0,
  x = 0,
  y = 144,
  width = 32,
  height = 32,
  pattern = "34_2",
}

tile{
  layer = 0,
  x = 112,
  y = 144,
  width = 32,
  height = 32,
  pattern = "36_2",
}

tile{
  layer = 0,
  x = 32,
  y = 144,
  width = 80,
  height = 32,
  pattern = "35_2",
}

tile{
  layer = 0,
  x = 32,
  y = 128,
  width = 80,
  height = 32,
  pattern = "39_2",
}

tile{
  layer = 0,
  x = 0,
  y = 128,
  width = 32,
  height = 32,
  pattern = "40_2",
}

tile{
  layer = 0,
  x = 0,
  y = 312,
  width = 32,
  height = 32,
  pattern = "34_2",
}

tile{
  layer = 0,
  x = 112,
  y = 312,
  width = 32,
  height = 32,
  pattern = "36_2",
}

tile{
  layer = 0,
  x = 32,
  y = 312,
  width = 80,
  height = 32,
  pattern = "35_2",
}

tile{
  layer = 0,
  x = 32,
  y = 296,
  width = 80,
  height = 32,
  pattern = "39_2",
}

tile{
  layer = 0,
  x = 0,
  y = 296,
