properties{
  x = 0,
  y = 0,
  width = 480,
  height = 240,
  min_layer = 0,
  max_layer = 2,
  world = "inside_swivels_town",
  tileset = "oceanset_inside",
}

tile{
  layer = 0,
  x = 8,
  y = 8,
  width = 464,
  height = 224,
  pattern = "20",
}

tile{
  layer = 0,
  x = 8,
  y = 40,
  width = 32,
  height = 160,
  pattern = "41_2",
}

tile{
  layer = 0,
  x = 8,
  y = 200,
  width = 32,
  height = 32,
  pattern = "40_2",
}

tile{
  layer = 0,
  x = 440,
  y = 200,
  width = 32,
  height = 32,
  pattern = "38_2",
}

tile{
  layer = 0,
  x = 440,
  y = 8,
  width = 32,
  height = 32,
  pattern = "36_2",
}

tile{
  layer = 0,
  x = 40,
  y = 200,
  width = 400,
  height = 32,
  pattern = "39_2",
}

tile{
  layer = 0,
  x = 8,
  y = 8,
  width = 32,
  height = 32,
  pattern = "34_2",
}

tile{
  layer = 0,
  x = 440,
  y = 40,
  width = 32,
  height = 160,
  pattern = "37_2",
}

tile{
  layer = 0,
  x = 40,
  y = 8,
  width = 400,
  height = 32,
  pattern = "35_2",
}

tile{
  layer = 0,
  x = 0,
  y = 0,
  width = 8,
  height = 8,
  pattern = "plaster_wall_trim_1",
}

tile{
  layer = 0,
  x = 0,
  y = 8,
  width = 8,
  height = 224,
  pattern = "plaster_wall_trim_8",
}

tile{
  layer = 0,
  x = 472,
  y = 8,
  width = 8,
  height = 224,
  pattern = "plaster_wall_trim_4",
}

tile{
  layer = 0,
  x = 8,
  y = 0,
  width = 464,
  height = 8,
  pattern = "plaster_wall_trim_2",
}

tile{
  layer = 0,
  x = 472,
  y = 0,
  width = 8,
  height = 8,
  pattern = "plaster_wall_trim_3",
}

tile{
  layer = 0,
  x = 0,
  y = 232,
  width = 8,
  height = 8,
  pattern = "plaster_wall_trim_7",
}

tile{
  layer = 0,
  x = 472,
  y = 232,
  width = 8,
  height = 8,
  pattern = "plaster_wall_trim_5",
}

tile{
  layer = 0,
  x = 240,
  y = 8,
  width = 32,
  height = 32,
  pattern = "36_2",
}

tile{
  layer = 0,
  x = 288,
  y = 8,
  width = 32,
  height = 32,
  pattern = "34_2",
}

tile{
  layer = 0,
  x = 288,
  y = 200,
  width = 32,
  height = 32,
  pattern = "40_2",
}

tile{
  layer = 0,
  x = 240,
  y = 200,
  width = 32,
  height = 32,
  pattern = "38_2",
}

tile{
  layer = 0,
  x = 240,
  y = 40,
  width = 32,
  height = 160,
  pattern = "37_2",
}

tile{
  layer = 0,
  x = 288,
  y = 40,
  width = 32,
  height = 160,
  pattern = "41_2",
}

tile{
  layer = 0,
  x = 280,
  y = 0,
  width = 8,
  height = 8,
  pattern = "plaster_wall_trim_1",
}

tile{
  layer = 0,
  x = 280,
  y = 232,
  width = 8,
  height = 8,
  pattern = "plaster_wall_trim_7",
}

tile{
  layer = 0,
  x = 272,
  y = 0,
  width = 8,
  height = 8,
  pattern = "plaster_wall_trim_3",
}

tile{
  layer = 0,
  x = 272,
  y = 232,
  width = 8,
  height = 8,
  pattern = "plaster_wall_trim_5",
}

tile{
  layer = 0,
  x = 240,
  y = 80,
  width = 80,
  height = 16,
  pattern = "20_7",
}

tile{
  layer = 0,
  x = 248,
  y = 80,
  width = 64,
  height = 16,
  pattern = "6_2",
}

tile{
  layer = 0,
  x = 240,
  y = 72,
  width = 32,
  height = 8,
  pattern = "54_4",
}

tile{
  layer = 0,
  x = 240,
  y = 96,
  width = 32,
  height = 8,
  pattern = "56_4",
}

tile{
  layer = 0,
  x = 288,
  y = 72,
  width = 32,
  height = 8,
  pattern = "54_3",
}

tile{
  layer = 0,
  x = 288,
  y = 96,
  width = 32,
  height = 8,
  pattern = "56_3",
}

tile{
  layer = 0,
  x = 120,
  y = 200,
  width = 16,
  height = 48,
  pattern = "20_7",
}

tile{
  layer = 0,
  x = 120,
  y = 208,
  width = 16,
  height = 24,
  pattern = "6_2",
}

tile{
  layer = 0,
  x = 112,
  y = 200,
  width = 8,
  height = 32,
  pattern = "50_4",
}

tile{
  layer = 0,
  x = 136,
  y = 200,
  width = 8,
  height = 32,
  pattern = "51_4",
}

tile{
  layer = 0,
  x = 432,
  y = 40,
  width = 8,
  height = 8,
  pattern = "28_8",
}

tile{
  layer = 0,
  x = 352,
  y = 48,
  width = 8,
  height = 72,
  pattern = "33_8",
}

tile{
  layer = 0,
  x = 352,
  y = 120,
  width = 8,
  height = 8,
  pattern = "32_8",
}

tile{
  layer = 0,
  x = 360,
  y = 120,
  width = 72,
  height = 8,
  pattern = "31_8",
}

tile{
  layer = 0,
  x = 352,
  y = 40,
  width = 8,
  height = 8,
  pattern = "27_16",
}

tile{
  layer = 0,
  x = 360,
  y = 48,
  width = 72,
  height = 72,
  pattern = "26_8",
}

tile{
  layer = 0,
  x = 432,
  y = 120,
  width = 8,
  height = 8,
  pattern = "30_8",
}

tile{
  layer = 0,
  x = 432,
  y = 48,
  width = 8,
  height = 72,
  pattern = "29_8",
}

tile{
  layer = 0,
  x = 360,
  y = 40,
  width = 72,
  height = 8,
  pattern = "27_15",
}

tile{
  layer = 0,
  x = 392,
  y = 32,
  width = 32,
  height = 48,
  pattern = "112_3",
}

tile{
  layer = 0,
  x = 424,
  y = 40,
  width = 16,
  height = 16,
  pattern = "137",
}

tile{
  layer = 0,
  x = 344,
  y = 40,
  width = 32,
  height = 16,
  pattern = "128",
}

tile{
  layer = 0,
  x = 320,
  y = 32,
  width = 24,
  height = 24,
  pattern = "64",
}

tile{
  layer = 0,
  x = 376,
  y = 160,
  width = 16,
  height = 24,
  pattern = "77",
}

tile{
  layer = 0,
  x = 368,
  y = 160,
  width = 8,
  height = 24,
  pattern = "76",
}

tile{
  layer = 0,
  x = 392,
  y = 160,
  width = 8,
  height = 24,
  pattern = "78",
}

tile{
  layer = 0,
  x = 376,
  y = 144,
  width = 16,
  height = 16,
  pattern = "75",
}

tile{
  layer = 0,
  x = 392,
  y = 160,
  width = 8,
  height = 16,
  pattern = "88",
}

tile{
  layer = 0,
  x = 376,
  y = 160,
  width = 16,
  height = 16,
  pattern = "138",
}

tile{
  layer = 0,
  x = 376,
  y = 160,
